player_id,displayName,shortName,position,jersey,first_seen_team_id
3,DJ Armstrong,D. Armstrong,F,3,438
5,Daylon Dickerson,D. Dickerson,F,5,438
11,Caden Diggs,C. Diggs,F,11,438
21,Cougar Downing,C. Downing,G,21,438
7,Tim Eze,T. Eze,F,7,438
23,Riley Jacobs,R. Jacobs,F,23,438
4,Jah'Likai King,J. King,G,4,438
14,Jose Roberto Tanchyn,J. Tanchyn,F,14,438
12,Jake Stout,J. Stout,G,12,438
30,Saahil Thakkar,S. Thakkar,G,30,438
1,Ace Valentine,A. Valentine,G,1,438
34,James Barlow,J. Barlow,G,34,53655
13,Anthony Campbell,A. Campbell,G,13,53655
10,Logan Kottinger,L. Kottinger,G,10,53655
33,Matt Mondoro,M. Mondoro,G,33,53655
24,Mikko Persia,M. Persia,G,24,53655
20,Lyle Smith,L. Smith,G,20,53655
41,Brodey Stein,B. Stein,G,41,53655
22,Jayden Weishar,J. Weishar,G,22,53655
2,Quentin Wells,Q. Wells,G,2,53655
45,Oscar Cluff,O. Cluff,C,45,243
6,Aaron Fine,A. Fine,G,6,243
9,Jack Lusk,J. Lusk,G,9,243
17,Omer Mayer,O. Mayer,G,17,243
32,Jace Rayl,J. Rayl,G,32,243
52,Treysen Eaglestaff,T. Eaglestaff,G,52,989
55,Harlan Obioha,H. Obioha,C,55,989
25,Jace Howard,J. Howard,G,25,2458
77,Louis Lesmond,L. Lesmond,G,77,2458
8,Ryan Pettis,R. Pettis,G,8,2458
44,Rocco Awad,R. Awad,G,44,2275
15,Jalen Crawford,J. Crawford,G,15,393
19,AJ Swinton,A. Swinton,F,19,393
31,Mark Merrit,M. Merrit,F,31,58661
35,Jordan McCullum,J. McCullum,F,35,1471
42,Quinn Peters,Q. Peters,G,42,547
40,Noah Gray,N. Gray,F,40,1401
47,Andrej Kostic,A. Kostic,G,47,771
16,Domas Kauzonas,D. Kauzonas,F,16,201
27,Yuto Yamanouchi-Williams,Y. Yamanouchi-Williams,F,27,1290
99,Joul Karram,J. Karram,,99,2379
18,Isaac Shingange,I. Shingange,G,18,1061
50,Evan McKnight,E. McKnight,C,50,259
53,Nick Del Bosque,N. Del Bosque,G,53,2326
51,Juan Reyna III,J. Reyna III,G,51,261
28,Arlan Masharaliyev,A. Masharaliyev,G,28,2487
37,Ademar Santos,A. Santos,F,37,2435
26,Wyley Nunn,W. Nunn,F,26,1901
97,Andy Sigiscar,A. Sigiscar,F,97,541
54,Cameron Fens,C. Fens,C,54,2649
66,Noah Bolanga,N. Bolanga,G,66,2714
29,Timeo Pons,T. Pons,G,29,1630
36,Nils Cooper,N. Cooper,G,36,1770
88,Timotej Malovec,T. Malovec,F,88,801
38,Filip Jovic,F. Jovic,F,38,460
82,Jlynn Counter,J. Counter,G,82,1586
95,Austin Cross,A. Cross,G,95,2350
49,Anton Bonke,A. Bonke,C,49,200
96,Gustav Winther,G. Winther,F,96,1646
43,Akiva McBirney-Griffin,A. McBirney-Griffin,F,43,2094
64,Bashir N'Galang,B. N'Galang,G,64,1834
72,Lefteris Mantzoukas,L. Mantzoukas,F,72,922
39,Reese Dixon-Waters,R. Dixon-Waters,G,39,2640
65,Halvine Dzellat,H. Dzellat,F,65,718
